Time_s,Input_Flow_Smoothed,Output_Flow_Smoothed
0,0.00376121078476877,-0.0708128941419493
0.00399999999999068,-0.0143203173316363,-0.260089883963785
0.0109999999999957,-0.044690328953466,-0.526328433346397
0.0159999999999911,-0.109223493035967,-1.06009168309214
0.021000000000015,-0.243600994860411,-1.88757132210929
0.0260000000000105,-0.480309853769428,-3.02597493346635
0.0310000000000059,-0.858772735152004,-4.41440876436959
0.0360000000000014,-1.40641323626458,-5.99517710337031
0.0420000000000016,-2.13637566106166,-7.61803586039322
0.046999999999997,-3.03191026562944,-9.09542468837267
0.0519999999999925,-4.05439577874338,-10.3008073144298
0.0560000000000116,-5.15383639021813,-11.1687005097042
0.0600000000000023,-6.2838160089485,-11.6880338373685
0.063999999999993,-7.41550650638171,-11.9039064027899
0.0699999999999932,-8.55330972450837,-11.8963703994797
0.0740000000000123,-9.73384528627275,-11.7504193656061
0.078000000000003,-11.0038129135737,-11.5231209498647
0.0819999999999936,-12.4475069159603,-11.3385778633416
0.0860000000000127,-14.1321172563283,-11.1072596608164
0.0900000000000034,-16.0982061881011,-10.9023794151493
0.0939999999999941,-18.3279390787639,-10.7115274117943
0.099000000000018,-20.7508046602704,-10.5434907447537
0.103000000000009,-23.2481126193839,-10.3398004777651
0.106999999999999,-25.6465749993373,-10.1178533053628
0.11099999999999,-27.7543259657817,-9.9111757978211
0.115000000000009,-29.41146673788,-9.70132015144771
0.119,-30.500687843671,-9.48981492963202
0.12299999999999,-31.0002089930571,-9.29093754294107
0.12700000000001,-30.9847816974169,-9.08907561784805
0.131,-30.5870189529487,-8.87387891666886
0.135999999999996,-29.9916869155036,-8.63821861372765
0.140000000000015,-29.3189204706014,-8.39547939090674
0.144000000000005,-28.6621814742483,-8.15843697890475
0.147999999999996,-28.0526565191654,-7.9120212264777
0.152000000000015,-27.4736409709657,-7.66986976045901
0.158000000000015,-26.8902544851365,-7.43823708707971
0.162000000000006,-26.255212573167,-7.20648749651891
0.165999999999997,-25.5395804198169,-6.99060608380082
0.170000000000016,-24.7585210630424,-6.79229627090978
0.174000000000007,-23.9354263076755,-6.58646894661217
0.179000000000002,-23.1095616793276,-6.37802267666333
0.183999999999997,-22.3150567938285,-6.1672416183118
0.189999999999998,-21.5753126980009,-5.95792902494658
0.194000000000017,-20.8808344268049,-5.76607788619451
0.197000000000003,-20.2243105767195,-5.58670631007073
0.201999999999998,-19.5866084709222,-5.41884543218605
0.207999999999998,-18.9690677633549,-5.26627468210375
0.212000000000018,-18.3551770313746,-5.12523487419684
0.217000000000013,-17.7473481592545,-4.99987194277618
0.224000000000018,-17.154185179939,-4.8844604760058
0.228000000000009,-16.5762295788282,-4.767089853709
0.230999999999995,-16.0211303624147,-4.6473856037137
0.23599999999999,-15.4923735698031,-4.53055417962947
0.240000000000009,-14.9888723798012,-4.42099344167676
0.244,-14.5109280077384,-4.32668680929344
0.248999999999995,-14.0524901264406,-4.23660209493335
0.253000000000014,-13.617719531276,-4.14444349560261
0.257000000000005,-13.2023572424273,-4.04964565190538
0.260999999999996,-12.8139113573083,-3.95255640128351
0.265000000000015,-12.4498082773202,-3.85956477078296
0.269000000000005,-12.1059974322027,-3.77036636983603
0.274000000000001,-11.7867862507062,-3.67553993793283
0.277999999999992,-11.4781970108113,-3.57860760435817
0.282000000000011,-11.1759111348435,-3.47929883570654
0.287000000000006,-10.8717641269746,-3.38679095261856
0.290999999999997,-10.5677559653036,-3.30117866096113
0.294000000000011,-10.2653037748969,-3.21752813015287
0.298000000000002,-9.97134235015166,-3.12606854621695
0.305000000000007,-9.69688123097068,-3.02861787540465
0.308999999999997,-9.43882226683836,-2.92540035241233
0.313000000000017,-9.20024349874072,-2.82610354858377
0.317000000000007,-8.97783622170471,-2.73783303843025
0.320999999999998,-8.76689183068028,-2.65400310774864
0.325000000000017,-8.5656007094545,-2.57205364137473
0.329000000000008,-8.3622689181243,-2.49327586608802
0.331999999999994,-8.15312742465886,-2.41299499008138
0.337000000000018,-7.93968476101151,-2.34006444029954
0.342000000000013,-7.72658053334138,-2.26872354697946
