Time_s,Input_Flow_Smoothed,Output_Flow_Smoothed
0,-0.0381831452344423,-0.129829963248819
0.00600000000000023,-0.0546431954153114,-0.276431546710391
0.00999999999999801,-0.0937173557701439,-0.58164988618121
0.0150000000000006,-0.188018102287252,-1.04729382559306
0.0209999999999972,-0.366221827780281,-1.74605109540267
0.0249999999999986,-0.661542972280082,-2.53248127032944
0.0299999999999976,-1.10407507000122,-3.48091031590574
0.036999999999999,-1.71480719755622,-4.42804048105097
0.041999999999998,-2.48713793228423,-5.29129683092464
0.0470000000000006,-3.39761300186975,-6.01473280143973
0.0519999999999996,-4.40869869696343,-6.56782998785045
0.0569999999999986,-5.48539461718695,-6.96645179299903
0.0619999999999976,-6.60779812147974,-7.24294614306717
0.0679999999999978,-7.78821728749348,-7.42853504073878
0.0719999999999992,-9.07272522624213,-7.55278004238774
0.0769999999999982,-10.5107132669535,-7.57958866286141
0.0839999999999996,-12.128979214514,-7.66874978499708
0.0889999999999986,-13.9287581117038,-7.67488466807943
0.0939999999999976,-15.8592946074527,-7.67531223369616
0.0990000000000002,-17.8216356454503,-7.62067657321187
0.105,-19.6636408819536,-7.59773623279378
0.109999999999999,-21.2241530941537,-7.46364099020094
0.114999999999998,-22.3717719929844,-7.3299690717387
0.120999999999999,-23.059096586483,-7.1921967453488
0.125999999999998,-23.3121018704151,-7.05999256136507
0.131,-23.2164427029936,-6.95330388226321
0.137,-22.887056615534,-6.87699676087828
0.140999999999998,-22.4385825617116,-6.81451042524213
0.146999999999998,-21.9334174536923,-6.75421011307122
0.151999999999997,-21.4178320213575,-6.67306001030823
0.157,-20.9127528694473,-6.56417109708274
0.161999999999999,-20.4287538310685,-6.41614066387516
0.167999999999999,-19.9544524603107,-6.2620184592232
0.172999999999998,-19.4869547257177,-6.09150810289165
0.177999999999997,-19.0235232850165,-5.92966294376268
0.183999999999997,-18.5727557644392,-5.78091032305109
0.187999999999999,-18.1284810861851,-5.63951184688714
0.192999999999998,-17.7010845494358,-5.51183859169365
0.198999999999998,-17.2793273376331,-5.37472960703318
0.204000000000001,-16.8664360946351,-5.22887881739388
0.209999999999997,-16.4604531960981,-5.06520223892654
0.215,-16.0615728541783,-4.88372716562233
0.219999999999999,-15.6639565255081,-4.70293432461052
0.224999999999998,-15.2814464770874,-4.52206939537315
0.230999999999998,-14.910483915382,-4.36306125141808
0.236000000000001,-14.548960629365,-4.23062951165858
0.241,-14.1977174624589,-4.12860674335147
0.247,-13.8567595662286,-4.05277491687109
0.253,-13.5245113508496,-3.99872123217109
0.259,-13.1993700545893,-3.95813707198194
0.263999999999999,-12.8730534548197,-3.92087109524647
0.268999999999998,-12.5456046623704,-3.87940820094856
0.274999999999999,-12.2142185018426,-3.81961999711374
0.279999999999998,-11.8742952540911,-3.74219292149969
0.285,-11.5368879874953,-3.6355227737402
0.291,-11.2113987185147,-3.51092540980783
0.297000000000001,-10.9058048120969,-3.36446980776292
0.302999999999997,-10.6307072685037,-3.21030520609728
0.308,-10.3768306905332,-3.06685524431037
0.312999999999999,-10.1458614079873,-2.94720615943144
0.317999999999998,-9.93440120677002,-2.86479785322702
0.323999999999998,-9.73618877596503,-2.82941754685479
0.329000000000001,-9.54390706268917,-2.84015167488427
0.334,-9.35116451663662,-2.88222571223264
0.340999999999998,-9.16022407594998,-2.93878576409228
0.346,-8.96646502499198,-2.9951221514729
0.350999999999999,-8.76939104163938,-3.03415065979212
0.356999999999999,-8.57227190366964,-3.03601669139794
0.361999999999998,-8.38117798606764,-2.99557164283388
0.367999999999999,-8.19321508188261,-2.9085646164775
