Time_s,Input_Flow_Smoothed,Output_Flow_Smoothed
0,0.0534802650775018,-0.0233112937471042
0.00499999999999545,0.0885407017001421,-0.196506706904346
0.0109999999999957,0.0968010467070928,-0.400282821847771
0.0159999999999911,0.0478533046273393,-0.806053768861262
0.0210000000000008,-0.0885947435801407,-1.4278643709386
0.0259999999999962,-0.351555523764202,-2.2540346731182
0.0309999999999917,-0.765133818015102,-3.24421132230741
0.0360000000000014,-1.35779638776627,-4.33953336305218
0.0409999999999968,-2.12534330859779,-5.41890925596204
0.0459999999999923,-3.05272852358384,-6.38610289759579
0.0529999999999973,-4.10918273563828,-7.1771054367124
0.0579999999999927,-5.2552585620842,-7.76099773014386
0.0630000000000024,-6.46155356807851,-8.15198189990919
0.0679999999999978,-7.73523274475028,-8.37825929064901
0.0739999999999981,-9.10776833408753,-8.492967363322
0.0789999999999935,-10.6393300534878,-8.53818637728756
0.083999999999989,-12.360676709271,-8.51892894404761
0.0889999999999986,-14.285108976499,-8.56891850324103
0.0939999999999941,-16.368579048104,-8.53975958025524
0.100999999999999,-18.5199935143079,-8.48443340254404
0.105999999999995,-20.5960699719083,-8.41420479548464
0.11099999999999,-22.4225461375889,-8.30856202926279
0.116,-23.8477389473148,-8.16152353888106
0.120999999999995,-24.7796143497917,-7.99987713687151
0.125999999999991,-25.2177858795485,-7.83033851742452
0.131,-25.229487865415,-7.65414595547675
0.137,-24.9446397381235,-7.48223779452576
0.141999999999996,-24.4969009045421,-7.31171320436779
0.146999999999991,-23.9737412280636,-7.15013064184991
0.152999999999992,-23.4174459516956,-6.99052493487639
0.156999999999996,-22.8392372324144,-6.8324778445174
0.162999999999997,-22.2514372427977,-6.67995419234456
0.167999999999992,-21.6497890184534,-6.5268535002329
0.173000000000002,-21.0371420851987,-6.36566168249286
0.177999999999997,-20.4229046359638,-6.20622902027872
0.183999999999997,-19.818755813374,-6.04307021768198
0.188999999999993,-19.2407397279857,-5.88929217963294
0.194000000000003,-18.6858430226674,-5.73206206880502
0.200000000000003,-18.1597161020622,-5.58126634592132
0.203999999999994,-17.6533939642313,-5.4265949416444
0.208999999999989,-17.1676313676961,-5.26906467347574
0.214999999999989,-16.702205140567,-5.11151421192473
0.219999999999999,-16.2511350682811,-4.96173361023055
0.225999999999999,-15.8222079031309,-4.82332040448385
0.230999999999995,-15.4218672055584,-4.6991534861763
0.23599999999999,-15.0356683306911,-4.59661874797413
