Time_s,Input_Flow_Smoothed,Output_Flow_Smoothed
0,0.0340834521457951,-0.0130372505017066
0.00499999999999901,0.0640244072145349,-0.16457395689572
0.0100000000000016,0.0708003957657645,-0.249915778436961
0.0150000000000006,0.0317864890688328,-0.556120955651258
0.0199999999999996,-0.0771286103151996,-0.845505397920746
0.027000000000001,-0.279597950315936,-1.31632606870625
0.032,-0.611024853336694,-1.7854098920945
0.036999999999999,-1.08065804017354,-2.24987702054366
0.0429999999999993,-1.70311626834504,-2.67030532588645
0.0480000000000018,-2.45694102054712,-3.00151263613789
0.054000000000002,-3.31480583766743,-3.29787044408275
0.0579999999999998,-4.23914960148587,-3.56930451027895
0.0640000000000001,-5.18878388588988,-3.86059519848427
0.0710000000000015,-6.14545288534144,-4.16157976133254
0.0760000000000005,-7.10959857820697,-4.44818187601648
0.0809999999999995,-8.08932744841858,-4.69678763595495
0.0860000000000021,-9.110064852159,-4.82299943778784
0.0920000000000023,-10.1771255040426,-5.0185953216164
0.0970000000000013,-11.2843408305804,-5.01067366827586
0.102,-12.3966505482074,-5.08882917172249
0.106999999999999,-13.4507868125573,-5.03383527789664
0.114000000000001,-14.3678587863466,-5.03586920175351
0.119,-15.0898200579238,-5.0185891098346
0.123999999999999,-15.5853845840614,-4.98665625376085
0.129999999999999,-15.8676033633003,-4.97671163656178
0.135000000000002,-15.9688059646538,-4.93170189252303
0.140000000000001,-15.9412671367808,-4.89247811898319
0.145,-15.8319898137739,-4.83196362771825
0.152000000000001,-15.665878861037,-4.76756675561526
0.157,-15.4540943302122,-4.70893038595975
0.161999999999999,-15.1994831776665,-4.63735804578856
0.167000000000002,-14.919695180853,-4.5901151093018
0.173000000000002,-14.6209040077415,-4.53614815397376
0.178000000000001,-14.3213925914238,-4.50199214294122
0.183,-14.0343141893474,-4.46674138038412
0.189,-13.7692412832624,-4.43705905644746
0.195,-13.543454973817,-4.41334161057481
0.199000000000002,-13.3471283153167,-4.36605075963974
0.205000000000002,-13.1713187264071,-4.32555973694044
0.211000000000002,-13.0063879763009,-4.26383001110963
0.215,-12.8447492101015,-4.20792764621398
0.221,-12.6766757248026,-4.14653481641059
0.225999999999999,-12.4958116084927,-4.0803873725585
0.231000000000002,-12.2995013445064,-4.02815142751354
0.236000000000001,-12.0929373609062,-3.96991169594156
0.243000000000002,-11.8797459772813,-3.9361911446829
0.248000000000001,-11.6571111290869,-3.89525414999269
0.253,-11.44215584582,-3.85893540291549
0.257999999999999,-11.2341860384742,-3.81562339375824
0.263999999999999,-11.0422123966266,-3.7665935466605
0.269000000000002,-10.8586613457707,-3.70685856061043
0.274000000000001,-10.676501515982,-3.64492954658013
0.280999999999999,-10.5032529742765,-3.58461383677375
0.286000000000001,-10.3379546209408,-3.52570536032645
0.289999999999999,-10.1828431922581,-3.46657602599264
0.295999999999999,-10.0296021127971,-3.42055152375614
0.302,-9.8826266326202,-3.37205218987811
0.307000000000002,-9.74202774731223,-3.33507395487965
0.312000000000001,-9.610609770359,-3.29111654511198
0.317,-9.48332821266569,-3.24565989372071
0.323,-9.36104385501095,-3.1923543472221
0.327999999999999,-9.23044052777427,-3.12950980781845
0.334,-9.0909856367778,-3.07239848801745
0.339000000000002,-8.93933557316917,-2.99925773282545
0.344999999999999,-8.78205277180079,-2.93702549954646
0.349,-8.62798608711642,-2.8732545096744
0.355,-8.49223491470239,-2.80604416405318
0.359999999999999,-8.37143420665083,-2.75900633376329
0.366,-8.26280285727298,-2.6915217449098
0.371000000000002,-8.16295095035978,-2.65350000771103
0.376000000000001,-8.07319200603336,-2.60056832358833
0.381,-7.98519620757984,-2.56614676355765
0.387,-7.89135479528105,-2.54516489689038
0.391999999999999,-7.78603821399262,-2.52216736141931
0.398,-7.67940659230749,-2.53038656342894
0.402000000000001,-7.57558933472614,-2.52608282661796
0.408999999999999,-7.482050288712,-2.53454818749575
0.414000000000001,-7.39616881152224,-2.52762167587883
