time_ms,p1,p2,f3,f4
107977.0,129.0,3706.0,-0.025,6.96
107982.0,-274.0,3685.0,0.05,6.48
107986.0,-223.0,3824.0,-0.142,6.48
107992.0,-258.0,3683.0,0.058,6.23
107997.0,-90.0,3728.0,0.017,6.23
108002.0,-361.0,3606.0,0.067,6.23
108007.0,-213.0,3757.0,0.1,6.23
108012.0,-112.0,3780.0,-0.017,6.23
108016.0,-403.0,3751.0,0.092,6.48
108021.0,-244.0,3836.0,0.108,6.72
108026.0,-73.0,4135.0,0.092,6.48
108032.0,-193.0,3852.0,0.017,6.23
108037.0,-512.0,3856.0,-0.017,6.96
108042.0,-362.0,4095.0,0.092,6.48
108046.0,-179.0,3910.0,-0.033,6.48
108051.0,212.0,3827.0,0.033,6.48
108056.0,-469.0,3664.0,0.008,6.72
108060.0,-138.0,3545.0,-0.033,6.96
108065.0,-250.0,3954.0,0.108,6.72
108070.0,-323.0,3628.0,-0.025,7.21
108076.0,-233.0,3657.0,-0.033,6.48
108081.0,-104.0,3802.0,-0.025,6.48
108086.0,27.0,3739.0,-0.033,6.23
108090.0,-108.0,3624.0,-0.033,6.96
108095.0,-83.0,3571.0,0.083,6.48
108099.0,-228.0,3642.0,-0.017,6.72
108104.0,-355.0,3459.0,0.017,4.77
108109.0,-91.0,3910.0,0.033,6.96
108114.0,112.0,3736.0,0.05,6.23
108120.0,-326.0,3643.0,0.025,6.23
108125.0,-325.0,3476.0,-0.025,6.96
108130.0,-407.0,3624.0,-0.042,6.48
108135.0,199.0,3683.0,-0.017,6.23
108140.0,-248.0,4003.0,0.017,6.48
108145.0,-375.0,3796.0,-0.1,5.74
108150.0,115.0,3685.0,-0.008,6.48
108155.0,148.0,4067.0,-0.017,6.48
108161.0,-364.0,3790.0,0.058,6.23
108166.0,-386.0,3821.0,0.133,6.48
108171.0,-215.0,3751.0,-0.017,6.23
108176.0,-337.0,3646.0,-0.008,6.23
108181.0,-59.0,4113.0,0.067,6.48
108186.0,34.0,3839.0,-0.033,6.48
108191.0,-412.0,3876.0,-0.008,6.96
108196.0,-47.0,3861.0,0.067,6.48
108201.0,-305.0,3554.0,0.067,6.23
108207.0,-289.0,3655.0,0.142,6.23
108212.0,-246.0,3953.0,0.108,6.23
108217.0,-382.0,3926.0,-0.017,6.48
108222.0,-324.0,3805.0,0.0,6.96
108227.0,-425.0,3761.0,0.067,6.23
108232.0,-269.0,3504.0,0.075,6.23
108237.0,-205.0,3545.0,-0.017,6.96
108242.0,-494.0,3599.0,-0.042,6.48
108249.0,-342.0,3348.0,0.042,6.96
108254.0,-162.0,3333.0,0.0,6.48
108258.0,-53.0,3594.0,0.058,6.48
108263.0,-263.0,3517.0,-0.075,6.72
108268.0,-376.0,3479.0,0.008,6.48
108273.0,-378.0,3434.0,-0.008,6.48
108278.0,-20.0,3593.0,0.108,6.48
108283.0,-277.0,4095.0,-0.033,6.72
108289.0,-193.0,3818.0,0.067,6.48
108294.0,203.0,3875.0,0.067,6.48
108300.0,-88.0,3927.0,-0.008,6.96
108305.0,-152.0,3734.0,0.042,6.23
108310.0,54.0,3660.0,0.058,6.96
108315.0,51.0,3428.0,-0.008,6.72
108320.0,-363.0,3587.0,0.008,6.96
108325.0,-275.0,3694.0,0.05,6.96
108331.0,-158.0,3598.0,0.083,6.72
108336.0,-182.0,3581.0,0.083,6.23
108341.0,-248.0,3698.0,0.042,7.21
108346.0,-161.0,3513.0,0.017,6.48
108351.0,-333.0,3672.0,0.1,6.96
108356.0,-504.0,3822.0,0.05,6.48
108361.0,-649.0,3941.0,-0.1,6.23
108366.0,93.0,3785.0,0.042,6.23
108371.0,138.0,3691.0,0.158,6.96
108377.0,-568.0,3830.0,0.033,5.99
108382.0,90.0,3301.0,-0.025,6.23
108387.0,55.0,3581.0,-0.092,6.23
108392.0,-511.0,3456.0,-0.058,6.23
108398.0,-85.0,3712.0,0.05,6.48
108403.0,-232.0,3602.0,0.008,6.72
108407.0,-513.0,3817.0,-0.033,6.48
108413.0,-209.0,3677.0,0.042,6.96
108419.0,-106.0,3815.0,0.025,6.72
108424.0,-188.0,3630.0,0.033,6.48
108429.0,-282.0,3655.0,0.05,6.72
108434.0,13.0,3691.0,0.058,6.96
108439.0,-101.0,3804.0,0.008,6.72
108445.0,-329.0,3764.0,0.008,6.48
108450.0,-208.0,3776.0,0.042,6.48
108454.0,-265.0,3955.0,0.083,6.96
108461.0,67.0,3991.0,0.017,6.48
108466.0,-222.0,3611.0,0.025,6.48
108471.0,12.0,3656.0,0.092,6.48
108476.0,108.0,3874.0,-0.025,6.96
108481.0,-115.0,4064.0,0.1,6.48
108486.0,-402.0,4205.0,-0.05,6.23
108491.0,-60.0,3819.0,0.033,6.23
108496.0,13.0,3881.0,0.017,6.72
108502.0,134.0,4004.0,-0.008,6.48
108508.0,-310.0,4022.0,0.042,6.96
108512.0,225.0,3871.0,-0.058,6.72
108517.0,-187.0,3802.0,0.058,6.48
108522.0,-226.0,3500.0,0.042,6.48
108527.0,-421.0,3615.0,0.0,6.48
108532.0,-61.0,3511.0,0.017,6.72
108537.0,-244.0,3761.0,0.008,6.23
108542.0,-303.0,3586.0,0.05,6.72
108548.0,161.0,3386.0,0.042,6.23
108553.0,-148.0,3617.0,0.075,6.48
108558.0,-594.0,3940.0,-0.008,6.48
108563.0,-405.0,3442.0,0.058,6.48
108568.0,-32.0,3481.0,0.058,6.23
108573.0,-342.0,3701.0,0.083,6.48
108578.0,-633.0,3591.0,0.008,6.72
108583.0,-20.0,3614.0,-0.017,6.72
108589.0,-484.0,3842.0,0.067,6.23
108594.0,-253.0,3870.0,-0.008,6.23
108599.0,36.0,3555.0,0.0,6.23
108604.0,-372.0,3953.0,0.042,6.72
108609.0,-435.0,3690.0,0.008,6.23
108614.0,-153.0,3817.0,0.025,6.48
108619.0,-24.0,3787.0,-0.042,6.72
108624.0,-179.0,3742.0,0.092,6.48
108630.0,-369.0,3548.0,0.058,6.48
108635.0,-162.0,3776.0,0.033,6.23
108640.0,-71.0,4041.0,-0.017,6.48
108645.0,-409.0,3827.0,-0.05,6.23
108650.0,-448.0,3991.0,-0.008,6.48
108655.0,-413.0,3840.0,0.108,6.23
108660.0,-363.0,3904.0,0.042,6.48
108665.0,-460.0,3453.0,-0.017,6.23
108670.0,-360.0,3842.0,-0.033,6.23
108677.0,-144.0,3646.0,0.092,6.23
108681.0,-141.0,3487.0,-0.017,6.23
108686.0,-285.0,3836.0,0.058,6.23
108691.0,-426.0,3550.0,0.042,6.48
108696.0,-127.0,3585.0,0.025,6.23
108701.0,-383.0,3401.0,0.05,7.21
108707.0,-446.0,3773.0,-0.075,6.72
108711.0,-395.0,3826.0,-0.017,6.48
108718.0,-399.0,4010.0,-0.05,6.48
108723.0,-302.0,3932.0,-0.133,6.72
108727.0,81.0,3541.0,0.1,6.96
108733.0,-583.0,3843.0,0.017,6.48
108737.0,-474.0,4064.0,0.042,6.48
108742.0,-178.0,3641.0,0.05,6.48
108748.0,52.0,3885.0,0.058,6.23
108753.0,-141.0,3850.0,0.05,6.48
108759.0,-239.0,3877.0,0.05,6.96
108764.0,-160.0,3621.0,0.017,6.48
108768.0,-287.0,3718.0,0.042,6.48
108774.0,-265.0,3826.0,0.008,6.48
108778.0,-68.0,4091.0,-0.008,6.48
108783.0,-234.0,3760.0,-0.008,6.48
108789.0,-368.0,3500.0,0.058,6.23
108793.0,-135.0,3389.0,0.042,6.48
108800.0,-21.0,3346.0,0.017,6.48
108805.0,-307.0,3792.0,0.033,6.72
108810.0,-428.0,3705.0,-0.05,6.48
108815.0,-92.0,3210.0,0.025,6.96
108820.0,-141.0,3814.0,0.025,6.48
108824.0,-332.0,3817.0,0.05,6.96
108830.0,-104.0,3609.0,0.033,6.72
108834.0,-383.0,3738.0,0.008,6.23
108839.0,-251.0,3687.0,0.042,6.48
108846.0,-529.0,3631.0,0.0,6.48
108850.0,-144.0,3438.0,-0.017,6.96
108856.0,-248.0,3797.0,-0.025,6.48
108861.0,40.0,3607.0,-0.05,6.48
108866.0,101.0,3578.0,-0.075,6.48
108871.0,11.0,3932.0,-0.008,6.23
108877.0,-97.0,3782.0,0.042,6.72
108881.0,-8.0,3733.0,-0.042,6.48
108887.0,-130.0,3842.0,-0.05,6.48
108893.0,-354.0,3882.0,0.025,6.48
108897.0,-533.0,3765.0,0.017,6.96
108903.0,-397.0,3969.0,0.008,6.72
108908.0,-385.0,3561.0,0.083,6.23
108913.0,-360.0,3706.0,-0.042,6.48
108918.0,-194.0,3591.0,0.05,6.72
108923.0,4.0,3883.0,0.008,6.23
108929.0,-85.0,3984.0,-0.017,6.23
108934.0,-111.0,3797.0,0.05,6.23
108939.0,-287.0,3433.0,0.017,6.23
108944.0,-78.0,3702.0,0.067,6.48
108949.0,-26.0,3198.0,-0.058,6.48
108955.0,-200.0,3668.0,0.067,6.96
108960.0,-231.0,3555.0,0.042,6.72
108965.0,-255.0,3668.0,0.033,6.23
108971.0,33.0,3596.0,0.0,6.72
108976.0,20.0,3641.0,-0.067,6.23
108981.0,0.0,3919.0,0.042,6.72
108986.0,-438.0,3273.0,-0.017,6.23
108991.0,-515.0,3642.0,0.033,6.23
108996.0,83.0,3415.0,0.033,6.48
109002.0,-343.0,3693.0,0.025,6.23
109006.0,-278.0,3762.0,0.108,6.96
109012.0,-484.0,3646.0,-0.008,6.72
109018.0,-520.0,3780.0,-0.075,6.72
109023.0,-617.0,3825.0,0.042,6.96
109027.0,-94.0,3830.0,0.075,6.23
109032.0,119.0,3509.0,0.042,6.96
109037.0,218.0,3574.0,-0.017,6.96
109042.0,-310.0,3626.0,0.075,6.48
109047.0,-125.0,3639.0,0.083,6.23
109052.0,-127.0,3783.0,0.042,6.48
109059.0,-585.0,3817.0,0.058,6.48
109063.0,-418.0,3948.0,0.042,6.48
109069.0,86.0,3712.0,-0.033,6.96
109074.0,-418.0,3350.0,0.075,6.96
