time_ms,p1,p2,f3,f4
100344.0,610.0,136963.0,0.058,6.48
100349.0,222.0,137195.0,0.05,6.48
100356.0,432.0,137041.0,-0.017,6.23
100361.0,449.0,136918.0,0.017,6.23
100366.0,171.0,137280.0,0.125,6.72
100372.0,225.0,137056.0,0.025,6.23
100377.0,255.0,137050.0,0.05,6.23
100382.0,248.0,137095.0,0.117,6.23
100387.0,311.0,136869.0,0.042,6.48
100393.0,431.0,136955.0,-0.025,6.23
100399.0,145.0,137216.0,0.058,6.23
100404.0,64.0,137147.0,0.025,6.48
100409.0,230.0,137043.0,0.008,6.96
100414.0,146.0,136962.0,0.008,6.23
100419.0,291.0,136919.0,0.058,6.23
100424.0,555.0,136935.0,-0.008,6.72
100430.0,343.0,136902.0,0.025,6.23
100434.0,330.0,137095.0,0.092,6.48
100441.0,182.0,137031.0,-0.058,6.48
100446.0,300.0,137320.0,0.108,8.68
100451.0,293.0,137241.0,-0.025,6.72
100456.0,453.0,136683.0,0.092,6.23
100462.0,49.0,136721.0,0.033,6.23
100467.0,-126.0,136756.0,0.042,6.48
100472.0,255.0,137138.0,-0.017,6.72
100477.0,99.0,136892.0,0.092,6.48
100483.0,243.0,136985.0,-0.042,6.48
100488.0,404.0,136806.0,0.008,6.23
100494.0,350.0,136958.0,0.025,6.23
100499.0,240.0,137027.0,-0.008,6.23
100503.0,217.0,136922.0,0.042,6.23
100509.0,399.0,136792.0,0.058,6.23
100514.0,511.0,136773.0,0.125,6.23
100519.0,400.0,137108.0,-0.067,6.48
100525.0,-320.0,136748.0,0.017,6.23
100531.0,190.0,137007.0,-0.033,6.96
100535.0,229.0,137138.0,-0.058,6.96
100541.0,503.0,137164.0,-0.067,6.23
100546.0,443.0,136849.0,0.075,6.72
100551.0,366.0,136664.0,0.042,6.96
100556.0,98.0,137060.0,-0.025,6.23
100561.0,78.0,136979.0,0.017,6.96
100567.0,27.0,136984.0,0.008,6.23
100573.0,185.0,136690.0,0.067,6.72
100578.0,-107.0,137160.0,0.058,6.72
100583.0,395.0,136903.0,0.0,6.23
100588.0,664.0,136790.0,0.0,6.48
100593.0,542.0,136588.0,0.05,6.72
100599.0,386.0,136849.0,0.083,6.72
100603.0,63.0,136882.0,-0.033,6.72
100610.0,83.0,137060.0,0.05,6.72
100615.0,141.0,137213.0,-0.033,6.96
100620.0,402.0,137240.0,0.075,6.72
100625.0,196.0,137334.0,-0.025,6.96
100630.0,174.0,137169.0,0.017,6.48
