time_ms,p1,p2,f3,f4
6991.0,370.0,580.0,0.017,6.23
6996.0,495.0,544.0,0.008,6.23
7002.0,-160.0,475.0,0.0,6.72
7007.0,86.0,99.0,0.058,6.23
7011.0,307.0,336.0,0.075,6.23
7017.0,337.0,326.0,0.042,6.96
7021.0,332.0,244.0,0.033,6.23
7026.0,311.0,425.0,0.033,6.48
7031.0,374.0,395.0,0.058,6.48
7035.0,253.0,202.0,0.108,6.23
7042.0,-245.0,524.0,0.008,6.96
7046.0,-52.0,473.0,0.092,6.23
7051.0,96.0,159.0,0.083,6.23
7056.0,51.0,337.0,-0.05,6.48
7061.0,-20.0,366.0,-0.083,6.23
7065.0,-11.0,124.0,0.042,6.23
7070.0,280.0,381.0,-0.008,6.72
7075.0,-70.0,251.0,0.058,6.23
7080.0,-15.0,128.0,0.05,6.72
7086.0,89.0,496.0,0.058,6.72
7090.0,-8.0,433.0,0.108,6.48
7095.0,-8.0,502.0,-0.008,6.23
7099.0,11.0,357.0,-0.008,6.23
7104.0,147.0,34.0,-0.025,6.23
7109.0,200.0,333.0,0.0,6.23
7113.0,298.0,404.0,0.033,6.23
7118.0,199.0,610.0,0.075,6.72
7123.0,280.0,393.0,0.092,6.23
7129.0,242.0,73.0,0.075,6.23
7133.0,153.0,166.0,0.008,6.23
7139.0,-93.0,190.0,-0.017,6.96
7143.0,-90.0,219.0,0.025,6.23
7148.0,114.0,618.0,-0.017,6.23
7152.0,-51.0,271.0,0.033,6.23
7157.0,-93.0,264.0,0.058,6.23
7162.0,314.0,466.0,0.1,6.48
7168.0,315.0,521.0,-0.033,6.23
7173.0,319.0,291.0,0.008,6.23
7177.0,28.0,286.0,0.017,6.48
7183.0,574.0,306.0,-0.017,6.23
7187.0,169.0,567.0,0.175,6.96
7192.0,73.0,788.0,0.025,6.23
7197.0,367.0,-18.0,0.008,6.72
7202.0,370.0,331.0,-0.008,6.48
7207.0,76.0,457.0,0.075,6.23
7212.0,83.0,566.0,-0.008,6.72
7217.0,639.0,491.0,0.0,6.96
7222.0,332.0,308.0,0.0,6.72
7227.0,344.0,387.0,0.017,6.72
7231.0,95.0,554.0,0.083,6.48
7236.0,325.0,305.0,0.075,6.23
7241.0,-93.0,447.0,0.017,6.23
7246.0,120.0,296.0,0.058,6.48
7251.0,272.0,428.0,0.05,6.23
7256.0,209.0,515.0,0.008,6.23
7261.0,167.0,418.0,-0.017,6.23
7267.0,-55.0,386.0,0.083,6.72
7271.0,6.0,219.0,0.033,6.48
7276.0,528.0,-25.0,0.008,6.23
7281.0,371.0,186.0,0.117,6.23
7286.0,29.0,234.0,0.042,6.48
7291.0,341.0,512.0,0.025,6.23
7297.0,318.0,385.0,0.05,6.48
7302.0,66.0,583.0,-0.058,6.72
7307.0,-212.0,343.0,0.067,6.23
7312.0,123.0,438.0,0.075,6.23
7317.0,335.0,-22.0,0.058,6.96
7321.0,96.0,427.0,0.117,6.48
7327.0,-104.0,461.0,0.008,6.48
7332.0,190.0,-15.0,-0.05,6.23
7336.0,183.0,-32.0,-0.05,6.23
7343.0,-103.0,202.0,0.025,6.48
7348.0,33.0,518.0,-0.083,6.23
7352.0,122.0,387.0,0.058,6.23
7358.0,-12.0,311.0,0.042,6.23
7362.0,-99.0,420.0,-0.017,5.99
7368.0,191.0,440.0,0.092,6.23
7373.0,43.0,206.0,0.042,6.72
7377.0,120.0,163.0,0.033,6.23
7384.0,60.0,83.0,0.108,6.23
7389.0,-130.0,139.0,-0.017,6.48
7393.0,-241.0,188.0,0.067,6.23
7399.0,61.0,162.0,-0.008,6.48
7403.0,-42.0,249.0,0.008,6.23
7408.0,-64.0,589.0,-0.017,6.23
7414.0,230.0,225.0,0.1,6.23
7418.0,275.0,484.0,-0.067,6.48
7424.0,31.0,616.0,-0.05,6.72
7430.0,199.0,144.0,0.008,6.23
7434.0,10.0,127.0,-0.058,6.23
7439.0,-156.0,535.0,-0.008,6.48
7445.0,84.0,571.0,-0.008,6.48
7449.0,441.0,442.0,0.083,6.23
7454.0,3.0,594.0,0.008,6.23
7459.0,180.0,679.0,0.092,6.23
7464.0,-82.0,157.0,0.017,6.23
7470.0,-214.0,411.0,-0.008,6.23
7475.0,-45.0,474.0,0.075,6.72
7480.0,177.0,572.0,0.05,6.23
7485.0,307.0,524.0,0.042,6.48
7490.0,106.0,601.0,0.0,6.72
7495.0,156.0,11.0,0.067,6.23
7500.0,223.0,406.0,0.025,6.23
7505.0,169.0,282.0,0.008,6.23
7511.0,-449.0,512.0,-0.025,6.23
7516.0,-104.0,223.0,0.033,6.23
7521.0,-92.0,429.0,0.017,6.23
7526.0,250.0,447.0,0.092,6.48
7531.0,319.0,94.0,0.1,6.23
7536.0,143.0,94.0,0.05,6.23
7541.0,-65.0,609.0,-0.025,6.72
7545.0,124.0,206.0,0.092,5.25
7550.0,310.0,363.0,0.025,6.72
7556.0,-197.0,162.0,0.042,6.23
7561.0,37.0,80.0,0.033,6.23
7565.0,282.0,321.0,0.092,6.23
7571.0,4.0,509.0,0.017,6.72
7575.0,103.0,472.0,0.008,6.48
7580.0,21.0,0.0,0.042,6.23
7585.0,13.0,158.0,0.042,6.48
7590.0,146.0,139.0,0.067,6.48
7596.0,54.0,-47.0,-0.025,6.48
7601.0,58.0,98.0,-0.025,6.48
7605.0,-3.0,523.0,0.075,6.23
7610.0,261.0,496.0,0.025,6.23
7615.0,402.0,287.0,0.017,6.96
7620.0,70.0,436.0,0.092,8.19
7624.0,-147.0,609.0,0.008,6.23
7629.0,317.0,1.0,-0.033,6.23
7634.0,354.0,132.0,-0.008,7.7
7640.0,266.0,510.0,-0.017,6.23
7645.0,70.0,195.0,0.042,6.72
7649.0,131.0,126.0,-0.108,6.23
7654.0,73.0,407.0,0.0,6.23
7658.0,40.0,298.0,0.058,6.23
7663.0,-68.0,329.0,0.042,6.23
7668.0,61.0,204.0,0.025,6.48
7673.0,125.0,261.0,-0.008,6.23
7677.0,190.0,360.0,0.058,6.96
7683.0,14.0,522.0,0.042,6.48
7688.0,411.0,311.0,0.067,6.72
7693.0,79.0,417.0,0.0,6.23
7698.0,385.0,240.0,0.05,6.23
7702.0,200.0,291.0,0.0,6.23
7707.0,98.0,452.0,0.033,6.23
7712.0,353.0,367.0,-0.033,6.48
7716.0,139.0,364.0,0.042,6.48
7721.0,66.0,791.0,0.025,6.72
7727.0,144.0,21.0,-0.058,6.23
7731.0,-37.0,52.0,0.0,6.23
7737.0,109.0,334.0,-0.017,6.23
7742.0,95.0,435.0,0.017,6.48
7746.0,432.0,325.0,0.05,6.23
7752.0,-144.0,369.0,0.033,6.23
7756.0,125.0,254.0,0.008,6.72
7762.0,261.0,738.0,0.133,6.23
7767.0,269.0,573.0,0.075,6.23
7772.0,-60.0,206.0,0.017,6.96
7777.0,-34.0,188.0,0.067,6.23
7782.0,-111.0,209.0,0.0,6.72
7787.0,183.0,523.0,0.075,6.23
7792.0,223.0,458.0,0.092,6.96
7796.0,200.0,319.0,0.042,6.23
7801.0,274.0,322.0,0.033,6.23
7806.0,115.0,375.0,0.05,6.96
7812.0,-7.0,77.0,-0.017,6.96
7816.0,-34.0,136.0,0.025,6.48
