time_ms,p1,p2,f3,f4
190563.0,-119.0,2191.0,0.083,6.23
190567.0,-172.0,2150.0,0.092,6.48
190572.0,-11.0,2259.0,0.0,6.23
190576.0,-178.0,2354.0,0.1,6.72
190581.0,40.0,2557.0,0.033,6.23
190587.0,-376.0,1823.0,0.042,6.23
190592.0,-491.0,1654.0,-0.008,6.96
190598.0,-435.0,2426.0,0.083,6.72
190603.0,-137.0,2160.0,0.167,6.23
190609.0,-409.0,2068.0,0.108,6.48
190614.0,-182.0,2049.0,0.008,6.72
190619.0,-16.0,2195.0,-0.008,6.48
190625.0,-238.0,2389.0,0.025,6.96
190629.0,-135.0,2356.0,0.075,6.48
190636.0,-123.0,2144.0,0.058,6.48
190641.0,-349.0,2134.0,0.125,6.48
190647.0,-21.0,2376.0,0.175,6.48
190651.0,306.0,2169.0,0.025,6.48
190657.0,-288.0,2389.0,0.017,6.72
190662.0,-158.0,1967.0,0.042,6.48
190667.0,-325.0,2040.0,0.108,6.23
190672.0,71.0,2124.0,0.017,6.72
190679.0,-113.0,2234.0,-0.017,6.72
190684.0,1.0,2336.0,0.017,6.72
190689.0,128.0,2291.0,0.025,6.23
190694.0,42.0,1995.0,0.108,6.48
190700.0,78.0,1883.0,0.067,6.23
190704.0,189.0,1990.0,0.042,6.48
190710.0,-127.0,1680.0,0.133,6.72
190715.0,-205.0,2084.0,0.133,6.48
190721.0,-193.0,2065.0,0.033,6.96
190726.0,-10.0,2294.0,-0.017,6.23
190732.0,64.0,2466.0,0.067,6.72
190736.0,-207.0,2437.0,0.017,6.72
190742.0,-149.0,2285.0,0.025,6.48
190747.0,-317.0,2377.0,0.15,6.48
190752.0,-357.0,2146.0,0.075,6.96
190757.0,-150.0,2393.0,0.017,6.48
190763.0,-114.0,2173.0,0.125,6.96
190768.0,-96.0,2138.0,0.083,6.72
190773.0,-11.0,2239.0,0.025,6.23
190778.0,259.0,2177.0,0.158,6.23
190783.0,164.0,2576.0,0.125,6.48
190789.0,-114.0,2480.0,0.05,6.96
190794.0,-374.0,2168.0,0.083,6.48
190799.0,-206.0,2069.0,0.1,6.23
190804.0,-431.0,2250.0,0.175,6.48
190810.0,-65.0,2452.0,0.067,6.23
190815.0,45.0,2481.0,0.067,6.23
190820.0,10.0,2226.0,-0.008,6.23
190825.0,-132.0,2630.0,0.117,6.48
190830.0,187.0,2793.0,0.075,6.48
190835.0,251.0,2331.0,0.067,6.72
190841.0,-255.0,2445.0,0.025,6.48
190846.0,-115.0,2370.0,0.033,6.48
190852.0,-56.0,2265.0,0.1,6.48
190857.0,-70.0,2349.0,0.025,6.23
190862.0,-52.0,2192.0,0.033,6.48
190867.0,97.0,1893.0,0.058,6.23
190872.0,-131.0,2308.0,0.167,6.48
190876.0,-156.0,1893.0,0.1,6.23
190882.0,-358.0,2059.0,0.083,6.48
190887.0,54.0,2212.0,0.075,6.72
190892.0,11.0,2437.0,0.008,6.72
190898.0,31.0,2439.0,0.058,6.72
190903.0,-193.0,2230.0,0.008,6.23
190908.0,20.0,2172.0,0.025,6.72
