time_ms,p1,p2,f3,f4
19826.0,292.0,225195.0,0.025,6.23
19831.0,17.0,225267.0,0.083,6.48
19835.0,-98.0,225332.0,0.042,6.96
19842.0,154.0,225460.0,0.008,6.23
19847.0,243.0,225248.0,0.017,6.48
19851.0,-142.0,225343.0,0.008,6.72
19857.0,-314.0,225211.0,0.117,6.96
19862.0,-339.0,225275.0,0.142,6.72
19867.0,250.0,225322.0,0.083,6.23
19872.0,-326.0,225498.0,0.108,6.48
19877.0,-133.0,225438.0,0.025,6.48
19883.0,126.0,225445.0,-0.017,6.96
19889.0,-288.0,225125.0,0.1,6.48
19894.0,-167.0,225569.0,0.133,6.23
19898.0,34.0,225252.0,-0.067,6.48
19903.0,19.0,225086.0,0.033,6.23
19908.0,-138.0,225163.0,0.1,6.96
19913.0,-210.0,225260.0,0.067,6.72
19918.0,29.0,224936.0,0.108,6.48
19923.0,-71.0,225009.0,0.1,6.72
19929.0,-153.0,225358.0,0.083,6.48
19934.0,-148.0,225326.0,0.042,6.48
19939.0,346.0,224855.0,0.092,6.72
19944.0,4.0,225200.0,-0.058,6.96
19949.0,-177.0,225471.0,0.033,6.48
19954.0,53.0,224884.0,0.142,6.48
19959.0,-142.0,225134.0,0.092,6.48
19964.0,-127.0,225533.0,0.067,6.48
19970.0,-269.0,225597.0,0.008,6.23
19975.0,-256.0,225073.0,0.117,6.48
19980.0,-81.0,225240.0,0.05,6.23
19986.0,-29.0,225014.0,0.025,6.23
19991.0,-48.0,225530.0,0.017,7.21
19995.0,351.0,225671.0,0.033,6.48
20001.0,-129.0,225269.0,-0.017,6.23
20006.0,-256.0,225531.0,0.117,6.48
20012.0,21.0,225184.0,0.092,6.23
20017.0,153.0,225366.0,0.067,6.23
20022.0,-22.0,225666.0,0.092,6.48
20027.0,-331.0,225485.0,0.025,6.48
20032.0,219.0,225369.0,0.117,6.23
20037.0,54.0,225109.0,0.042,6.96
20042.0,-431.0,225164.0,0.05,6.48
20047.0,-225.0,225402.0,0.05,6.96
20052.0,-286.0,225601.0,-0.008,7.21
20058.0,-70.0,225794.0,-0.008,6.48
20064.0,-100.0,225282.0,0.083,6.48
20068.0,-19.0,225489.0,0.008,6.96
20073.0,47.0,225450.0,0.167,6.48
20078.0,-76.0,225412.0,0.1,6.72
20083.0,297.0,225055.0,0.092,6.48
20089.0,-101.0,225351.0,0.067,6.72
20094.0,-270.0,225485.0,0.058,6.48
20099.0,111.0,225392.0,0.05,7.21
20105.0,-191.0,225766.0,0.017,6.96
20110.0,-164.0,225806.0,-0.042,6.48
20115.0,-431.0,225663.0,0.0,6.96
20120.0,59.0,225421.0,0.033,6.48
20125.0,-148.0,225489.0,-0.033,7.21
20130.0,-129.0,225658.0,-0.008,6.48
20135.0,-93.0,225336.0,0.125,6.23
20141.0,114.0,225434.0,0.1,6.96
20146.0,-207.0,225663.0,0.125,6.23
20152.0,11.0,225675.0,0.05,6.23
20156.0,6.0,225384.0,0.092,6.72
20161.0,-316.0,225599.0,0.042,6.48
20167.0,-92.0,225485.0,0.05,6.48
20171.0,19.0,225478.0,0.075,6.48
20176.0,-91.0,225709.0,0.067,6.72
20183.0,-225.0,225285.0,0.075,6.96
20187.0,-284.0,225268.0,0.042,6.48
20193.0,-386.0,225573.0,0.075,6.23
20198.0,202.0,225613.0,0.008,6.48
20203.0,-107.0,225636.0,0.042,7.21
20208.0,-547.0,225629.0,0.033,6.48
20213.0,183.0,225585.0,0.067,6.72
20218.0,284.0,225304.0,0.067,6.23
20224.0,-144.0,225447.0,0.075,6.48
20230.0,-28.0,225487.0,0.058,6.96
20234.0,-213.0,225684.0,-0.025,6.23
20239.0,-337.0,225761.0,0.025,6.48
20245.0,-157.0,225831.0,0.058,6.48
20250.0,54.0,225470.0,0.05,6.48
20255.0,-34.0,225325.0,0.067,6.96
