time_ms,p1,p2,f3,f4
52861.0,-167.0,-830.0,0.042,6.96
52867.0,127.0,-812.0,-0.058,6.48
52872.0,99.0,-973.0,0.125,6.96
52877.0,-510.0,-903.0,0.058,6.23
52882.0,-34.0,-1045.0,0.05,6.48
52887.0,-170.0,-814.0,0.05,6.23
52892.0,-321.0,-732.0,0.0,6.48
52898.0,-333.0,-724.0,-0.008,6.96
52902.0,-74.0,-747.0,-0.033,6.48
52908.0,-130.0,-821.0,-0.05,6.96
52914.0,-222.0,-399.0,-0.008,6.96
52918.0,63.0,-608.0,0.025,6.48
52924.0,67.0,-754.0,0.025,6.48
52929.0,-637.0,-827.0,0.058,6.48
52933.0,-562.0,-792.0,-0.1,6.48
52939.0,-140.0,-742.0,0.042,6.48
52943.0,80.0,-797.0,0.008,6.23
52948.0,129.0,-987.0,0.058,5.99
52955.0,-305.0,-991.0,0.092,6.72
52960.0,-91.0,-748.0,0.017,6.23
52965.0,-86.0,-694.0,0.05,6.23
52970.0,-240.0,-1128.0,0.067,7.21
52975.0,60.0,-1015.0,0.075,6.96
52980.0,-25.0,-693.0,-0.075,6.72
52985.0,-315.0,-643.0,0.025,6.72
52990.0,-45.0,-744.0,-0.075,6.48
52996.0,-342.0,-878.0,0.008,5.5
53002.0,-302.0,-1166.0,0.0,6.23
53007.0,28.0,-1099.0,0.008,6.96
53011.0,-133.0,-771.0,0.083,6.96
53017.0,-283.0,-617.0,0.05,6.48
53022.0,-491.0,-496.0,-0.033,6.23
53027.0,-458.0,-818.0,-0.017,6.48
53032.0,106.0,-912.0,0.083,6.96
53038.0,-294.0,-999.0,0.05,6.72
53043.0,-407.0,-645.0,0.067,6.72
53048.0,-189.0,-797.0,0.025,5.01
53053.0,-77.0,-742.0,0.025,6.48
53058.0,-258.0,-1112.0,-0.042,6.48
53064.0,-244.0,-822.0,0.008,6.96
53069.0,-180.0,-819.0,0.025,6.96
53074.0,-17.0,-905.0,0.042,6.48
53080.0,-309.0,-682.0,-0.042,6.48
53084.0,-272.0,-703.0,0.008,6.96
53089.0,-346.0,-869.0,0.033,6.23
53094.0,-180.0,-842.0,0.117,6.48
53099.0,-91.0,-740.0,0.108,6.23
53105.0,-413.0,-614.0,0.025,6.48
53110.0,-139.0,-529.0,0.033,6.72
53115.0,-452.0,-637.0,0.017,6.48
53121.0,-210.0,-1065.0,-0.033,6.72
53126.0,26.0,-888.0,0.058,6.23
53131.0,187.0,-450.0,-0.008,6.96
53136.0,-69.0,-1006.0,0.0,6.48
53141.0,-155.0,-993.0,-0.008,6.23
53146.0,-12.0,-771.0,-0.033,6.48
53152.0,-126.0,-951.0,-0.008,6.72
53157.0,-266.0,-944.0,-0.033,6.23
53163.0,-169.0,-676.0,-0.075,6.48
53168.0,-215.0,-770.0,0.0,6.72
53173.0,-147.0,-541.0,0.033,6.48
53178.0,-94.0,-967.0,0.025,6.48
53183.0,-548.0,-777.0,0.033,6.96
53188.0,-100.0,-840.0,-0.033,6.96
53193.0,-3.0,-906.0,-0.008,6.23
53198.0,-5.0,-890.0,0.067,6.72
53203.0,-461.0,-873.0,0.183,6.96
53209.0,-282.0,-917.0,-0.033,6.48
53214.0,-206.0,-862.0,-0.008,6.48
53219.0,-3.0,-975.0,0.042,6.48
53224.0,-67.0,-819.0,-0.025,6.48
53229.0,-107.0,-716.0,0.033,6.48
53234.0,0.0,-1004.0,-0.058,6.48
53239.0,-174.0,-855.0,-0.05,6.96
53243.0,-143.0,-858.0,0.0,6.48
53250.0,-337.0,-1080.0,0.017,6.96
53255.0,-379.0,-927.0,-0.042,6.96
53259.0,-416.0,-563.0,0.117,6.23
53264.0,-415.0,-646.0,-0.008,6.72
53269.0,-176.0,-691.0,0.017,6.72
53274.0,156.0,-743.0,0.042,6.48
53279.0,-514.0,-826.0,0.042,6.72
53284.0,-143.0,-1028.0,0.033,6.23
53289.0,189.0,-824.0,0.05,6.23
53295.0,-149.0,-853.0,-0.033,6.48
53300.0,-436.0,-577.0,0.033,6.48
53306.0,-282.0,-537.0,-0.017,6.48
53310.0,-376.0,-722.0,0.133,6.72
53315.0,-405.0,-748.0,0.042,6.23
53321.0,-295.0,-802.0,-0.067,6.72
53326.0,-117.0,-577.0,0.1,6.72
53331.0,20.0,-1009.0,0.025,6.96
53337.0,-320.0,-999.0,0.083,6.48
53342.0,50.0,-898.0,-0.025,6.96
53347.0,63.0,-716.0,0.008,7.21
53352.0,89.0,-1136.0,0.058,6.96
53357.0,-177.0,-1191.0,0.033,6.48
53362.0,-146.0,-489.0,0.025,6.23
53367.0,-211.0,-768.0,0.05,6.48
53371.0,-168.0,-729.0,0.017,6.23
53377.0,-258.0,-628.0,0.017,6.23
53382.0,-312.0,-1073.0,0.083,6.23
53387.0,-381.0,-813.0,0.075,6.96
53392.0,-189.0,-886.0,0.108,6.72
53397.0,-120.0,-822.0,0.058,6.23
53402.0,-95.0,-965.0,0.058,6.72
53407.0,-109.0,-808.0,0.025,6.48
53412.0,22.0,-716.0,0.117,6.48
53416.0,140.0,-753.0,0.092,6.23
53422.0,-129.0,-1181.0,-0.017,5.25
53427.0,-170.0,-756.0,0.017,6.96
53431.0,-245.0,-1051.0,0.117,6.96
53436.0,108.0,-1028.0,0.067,6.23
53441.0,-161.0,-797.0,-0.042,6.48
53446.0,-33.0,-628.0,-0.033,6.72
53450.0,27.0,-629.0,0.0,6.72
53455.0,44.0,-814.0,-0.017,6.72
53460.0,-450.0,-869.0,-0.042,6.48
53466.0,-245.0,-391.0,-0.042,6.48
53471.0,29.0,-922.0,-0.058,6.48
53476.0,-180.0,-708.0,0.067,6.72
53480.0,-203.0,-575.0,0.008,6.23
53485.0,-235.0,-972.0,0.008,6.23
53489.0,-52.0,-1033.0,-0.033,6.48
53494.0,-112.0,-454.0,0.0,6.48
53499.0,-39.0,-330.0,0.042,6.23
53505.0,-331.0,-761.0,0.025,6.23
53510.0,-274.0,-1221.0,0.033,6.96
53515.0,93.0,-974.0,0.025,6.48
53520.0,27.0,-959.0,0.125,4.28
53524.0,-208.0,-1064.0,0.05,6.48
53529.0,-226.0,-565.0,0.017,6.72
53534.0,-217.0,-1015.0,0.075,6.96
53539.0,-441.0,-1124.0,0.067,6.48
53544.0,-155.0,-1253.0,0.058,6.48
53550.0,-182.0,-1174.0,-0.117,6.72
53555.0,-340.0,-819.0,-0.008,6.96
53560.0,-399.0,-585.0,0.008,6.48
53565.0,-155.0,-680.0,0.033,6.96
53570.0,-287.0,-892.0,-0.058,6.72
53575.0,-258.0,-510.0,0.033,6.48
53580.0,-178.0,-787.0,0.0,6.23
53585.0,-426.0,-941.0,0.067,6.23
53591.0,-443.0,-579.0,0.008,6.23
53596.0,-89.0,-870.0,0.017,6.48
53601.0,77.0,-740.0,0.025,6.48
53606.0,244.0,-966.0,0.058,6.23
53611.0,-130.0,-929.0,0.067,6.23
53617.0,-20.0,-623.0,0.05,6.72
53622.0,-121.0,-481.0,0.025,6.96
53627.0,-485.0,-590.0,0.042,6.48
53633.0,-338.0,-678.0,-0.008,6.48
53637.0,-243.0,-971.0,0.083,6.23
53642.0,-411.0,-421.0,0.067,6.72
53647.0,-42.0,-929.0,0.017,6.48
53652.0,-264.0,-954.0,0.05,6.96
53658.0,-498.0,-790.0,0.017,6.48
53663.0,-403.0,-448.0,0.017,6.48
53668.0,-209.0,-497.0,-0.05,6.48
53673.0,-277.0,-1017.0,-0.017,6.23
53679.0,-480.0,-1199.0,-0.008,6.48
53684.0,-155.0,-1138.0,-0.058,6.48
53689.0,-249.0,-992.0,0.067,6.23
53694.0,-68.0,-759.0,0.075,6.23
53698.0,-408.0,-872.0,0.067,6.23
53703.0,-81.0,-688.0,-0.042,6.48
53708.0,-523.0,-969.0,0.05,6.23
53714.0,-293.0,-489.0,-0.042,6.23
53720.0,-426.0,-985.0,0.033,6.48
53725.0,-206.0,-956.0,0.067,6.23
53730.0,-52.0,-1046.0,0.0,6.48
53735.0,-249.0,-862.0,0.075,6.23
53740.0,-113.0,-855.0,0.0,6.48
53745.0,-175.0,-707.0,0.042,6.23
53750.0,-332.0,-1091.0,-0.025,6.72
53755.0,-307.0,-598.0,0.117,6.48
53761.0,-146.0,-932.0,-0.025,6.48
53765.0,277.0,-787.0,0.125,6.48
53771.0,-199.0,-901.0,-0.025,6.96
53776.0,78.0,-775.0,0.125,6.72
53780.0,-4.0,-698.0,0.092,6.23
53786.0,-166.0,-980.0,-0.05,6.48
53790.0,-191.0,-677.0,0.05,6.72
53795.0,-477.0,-862.0,-0.008,6.48
53800.0,-118.0,-1168.0,0.033,6.23
53806.0,3.0,-867.0,-0.008,6.23
53811.0,-22.0,-537.0,0.042,6.48
53815.0,-129.0,-286.0,0.042,6.72
53820.0,119.0,-950.0,0.117,6.96
53825.0,-132.0,-843.0,0.067,6.48
53830.0,-108.0,-1134.0,0.042,6.48
53835.0,-21.0,-996.0,0.1,6.96
53839.0,-46.0,-647.0,0.092,6.23
53846.0,-90.0,-677.0,0.025,6.96
53850.0,7.0,-884.0,0.033,6.23
53855.0,59.0,-376.0,0.05,6.48
53860.0,-60.0,-392.0,-0.042,6.72
53865.0,-621.0,-895.0,0.1,6.48
53870.0,-249.0,-705.0,0.0,6.96
53875.0,-376.0,-952.0,0.0,6.48
53880.0,32.0,-750.0,-0.008,6.23
53885.0,-403.0,-778.0,0.025,6.96
53890.0,-150.0,-1007.0,0.05,6.48
53896.0,-232.0,-733.0,0.033,6.48
53900.0,-29.0,-762.0,0.067,6.72
53905.0,-95.0,-815.0,0.008,6.23
53910.0,50.0,-879.0,0.067,6.23
53915.0,-157.0,-790.0,0.067,6.48
53920.0,-223.0,-1006.0,-0.025,6.96
53925.0,-460.0,-875.0,0.042,6.23
53931.0,-296.0,-848.0,0.017,6.48
53935.0,-179.0,-823.0,-0.008,6.48
53940.0,-637.0,-678.0,0.083,6.23
53945.0,-382.0,-716.0,0.025,6.72
53950.0,75.0,-953.0,-0.125,6.48
53955.0,-179.0,-985.0,0.033,6.23
53959.0,-276.0,-1062.0,-0.033,6.23
53964.0,188.0,-769.0,0.033,6.23
53969.0,187.0,-1091.0,0.075,6.23
53975.0,-236.0,-1064.0,0.025,6.72
53980.0,-422.0,-1200.0,0.042,6.48
53985.0,-95.0,-1389.0,-0.025,6.48
53990.0,-1.0,-818.0,0.017,6.72
53994.0,-242.0,-901.0,0.075,6.48
53999.0,-154.0,-910.0,0.042,6.48
54005.0,10.0,-746.0,0.008,6.48
54009.0,3.0,-833.0,0.033,6.23
54014.0,-617.0,-789.0,0.117,6.96
54021.0,1.0,-857.0,0.042,6.48
54025.0,54.0,-732.0,0.05,6.48
54031.0,-146.0,-562.0,0.025,6.23
54035.0,-53.0,-483.0,-0.008,6.23
54040.0,29.0,-772.0,0.117,6.23
54045.0,-293.0,-264.0,0.0,6.23
54050.0,-342.0,-363.0,0.025,6.48
54055.0,-134.0,-243.0,0.042,6.23
54062.0,102.0,175.0,0.058,6.96
54066.0,179.0,30.0,0.05,6.96
54071.0,65.0,-42.0,0.058,6.48
54076.0,0.0,-391.0,0.092,6.48
54081.0,-70.0,-406.0,0.083,6.72
54086.0,10.0,-576.0,0.05,6.48
54091.0,-77.0,-767.0,0.017,6.48
54096.0,-155.0,-931.0,0.025,6.23
54102.0,-107.0,-1373.0,0.067,6.23
54107.0,-290.0,-1208.0,0.058,6.48
54112.0,44.0,-966.0,-0.025,7.94
54118.0,76.0,-1252.0,-0.008,6.23
54122.0,175.0,-921.0,0.017,6.23
54128.0,-425.0,-595.0,-0.025,6.72
54133.0,-187.0,-1267.0,0.025,6.48
54138.0,-262.0,-1584.0,0.033,6.96
54144.0,-510.0,-1076.0,-0.042,6.23
54149.0,-424.0,-1020.0,0.083,6.96
54154.0,-217.0,-973.0,0.0,6.23
54159.0,-425.0,-981.0,0.025,6.48
54165.0,113.0,-713.0,0.058,6.23
54169.0,-180.0,-802.0,0.058,6.48
54175.0,-34.0,-1054.0,0.083,6.48
54180.0,-94.0,-796.0,0.117,6.48
54185.0,-7.0,-641.0,0.092,6.48
54191.0,-117.0,-811.0,-0.042,6.48
54196.0,-223.0,-673.0,0.083,7.21
54201.0,-236.0,-706.0,-0.058,7.21
54206.0,-200.0,-646.0,0.042,6.72
54212.0,-220.0,-474.0,0.133,6.23
54216.0,-223.0,-833.0,0.017,6.48
54221.0,-327.0,-653.0,-0.008,6.48
54227.0,-265.0,-633.0,0.058,6.96
54232.0,-236.0,-836.0,0.058,6.23
54238.0,-26.0,-378.0,0.033,6.23
54243.0,-290.0,-346.0,-0.017,6.96
54248.0,-243.0,-295.0,0.042,6.23
54253.0,-155.0,-355.0,0.075,6.48
54258.0,25.0,-347.0,0.05,6.48
54263.0,-122.0,-246.0,-0.033,6.96
54268.0,-12.0,-318.0,0.058,6.48
54275.0,-394.0,-376.0,0.033,6.96
54279.0,-309.0,-457.0,0.092,6.23
54285.0,-79.0,-425.0,-0.042,6.23
54290.0,-439.0,-209.0,-0.05,6.48
54294.0,-434.0,106.0,0.05,6.48
54300.0,106.0,22.0,0.0,6.96
54305.0,320.0,-432.0,-0.017,6.72
54310.0,217.0,-305.0,-0.033,6.23
54316.0,-133.0,239.0,-0.033,6.23
54321.0,-65.0,169.0,0.092,6.96
54326.0,98.0,-22.0,0.075,6.48
54331.0,-80.0,-410.0,0.042,6.96
54336.0,142.0,-431.0,0.067,6.96
54340.0,-125.0,-62.0,0.167,6.23
54346.0,-283.0,-208.0,-0.008,6.23
54350.0,-224.0,-325.0,-0.025,6.23
54356.0,-376.0,-529.0,0.117,6.23
54362.0,-482.0,-327.0,0.033,6.96
54367.0,-301.0,-480.0,0.008,6.72
54372.0,-363.0,-484.0,-0.033,6.48
54377.0,-129.0,-456.0,0.05,6.48
54382.0,-312.0,-553.0,-0.042,6.48
54387.0,-140.0,-395.0,-0.083,6.23
54393.0,18.0,-669.0,-0.033,6.48
54397.0,-55.0,-862.0,0.033,6.48
54404.0,-349.0,-346.0,0.05,6.72
54409.0,29.0,-180.0,0.017,6.96
54413.0,-240.0,-361.0,0.083,6.23
54419.0,-618.0,-73.0,0.025,6.48
54424.0,146.0,-374.0,0.067,6.48
54428.0,505.0,-585.0,-0.033,6.48
54434.0,37.0,-379.0,-0.05,6.72
54438.0,-208.0,-332.0,-0.042,6.48
54444.0,-162.0,-364.0,0.1,6.48
54450.0,-312.0,-246.0,0.042,7.21
54454.0,-491.0,-599.0,0.033,6.23
54460.0,3.0,-683.0,0.058,6.48
54465.0,207.0,-629.0,0.025,6.96
54470.0,-8.0,-800.0,-0.125,6.23
54475.0,-152.0,-566.0,0.092,6.96
54480.0,88.0,-589.0,-0.025,6.96
54484.0,1.0,-330.0,0.092,6.48
54491.0,-291.0,-204.0,0.008,6.96
54495.0,-294.0,-613.0,0.1,6.23
54500.0,52.0,-539.0,0.033,6.48
54506.0,-562.0,-703.0,-0.017,6.23
54510.0,-363.0,-1670.0,0.058,6.96
54516.0,133.0,-2044.0,0.117,6.48
54521.0,213.0,-1636.0,-0.067,6.96
54526.0,-118.0,-1207.0,-0.008,6.72
54532.0,-361.0,-1407.0,0.125,6.23
54537.0,-99.0,-1248.0,0.058,6.48
54541.0,-42.0,-1115.0,-0.025,6.23
54547.0,-292.0,-1083.0,-0.05,6.72
54552.0,56.0,-870.0,0.058,6.23
54557.0,-171.0,-602.0,-0.292,6.72
54562.0,-27.0,-908.0,0.025,6.48
54567.0,-187.0,-523.0,0.075,6.96
54573.0,-10.0,-747.0,0.142,6.23
54578.0,-178.0,-377.0,0.183,7.21
54583.0,-312.0,-344.0,-0.017,6.23
54588.0,-173.0,-334.0,-0.083,6.72
54594.0,-359.0,-280.0,0.108,6.48
54599.0,5.0,-207.0,0.142,6.96
54603.0,-276.0,-457.0,0.058,6.48
54609.0,-184.0,-415.0,0.133,6.48
54614.0,-123.0,-182.0,-0.058,6.48
54620.0,-201.0,-418.0,-0.033,5.25
54625.0,107.0,-540.0,-0.058,6.23
54630.0,-45.0,-455.0,0.033,6.72
54635.0,26.0,-283.0,0.1,6.48
54640.0,-412.0,-118.0,0.075,6.48
54644.0,-287.0,-153.0,-0.125,6.72
54650.0,33.0,-513.0,-0.008,6.96
54656.0,-67.0,-506.0,-0.033,6.48
54661.0,34.0,-482.0,0.008,6.48
54666.0,-484.0,-514.0,0.042,6.48
54671.0,242.0,-507.0,-0.05,6.23
54676.0,61.0,-317.0,0.025,6.48
54681.0,-275.0,-637.0,-0.008,6.72
54686.0,65.0,-496.0,0.017,6.48
54691.0,-464.0,-778.0,0.008,6.48
54696.0,-324.0,-563.0,0.017,6.48
54701.0,-155.0,-512.0,0.033,6.48
54707.0,189.0,-324.0,-0.025,6.48
54712.0,-319.0,-281.0,0.092,7.94
54717.0,-240.0,-673.0,-0.042,6.48
54722.0,-280.0,-599.0,0.033,7.21
54727.0,-548.0,-738.0,0.025,6.48
54732.0,-473.0,-648.0,0.0,6.48
54737.0,-185.0,-1128.0,0.042,6.48
54743.0,-403.0,-843.0,0.05,6.96
54748.0,-356.0,-653.0,0.008,6.48
54754.0,-180.0,-805.0,0.008,6.48
54759.0,-106.0,-808.0,0.067,6.48
54764.0,173.0,-620.0,0.133,6.96
54769.0,111.0,-658.0,0.008,6.23
54774.0,-159.0,-791.0,0.017,6.23
54779.0,-222.0,-797.0,0.092,6.72
54785.0,-460.0,-385.0,0.058,6.48
54790.0,-38.0,-392.0,0.075,6.48
54795.0,-103.0,-742.0,0.083,6.23
54801.0,-57.0,-72.0,-0.033,6.23
54805.0,-335.0,-63.0,0.017,6.23
54810.0,-476.0,-277.0,0.017,6.48
54816.0,-74.0,-427.0,0.058,6.48
54821.0,-538.0,-696.0,0.1,6.72
54827.0,-559.0,-286.0,-0.017,6.72
54832.0,-469.0,-371.0,0.05,6.72
54836.0,-118.0,94.0,0.125,6.48
54841.0,-396.0,46.0,0.042,6.96
54846.0,-416.0,21.0,-0.092,7.45
54851.0,-343.0,-15.0,0.042,6.72
54857.0,21.0,165.0,0.117,6.48
